17.9066 	INFO 	Loaded monitor calibration from ['2025_08_11 21:31']
17.9235 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
18.1740 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
18.1740 	INFO 	OpenGL version supported by driver is 4..
18.5368 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021D70702320>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021D707038B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021D70E45480>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.5369 	EXP 	window1: backgroundImage = ''
18.5369 	EXP 	window1: backgroundFit = 'none'
18.9001 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
18.9001 	EXP 	window1: recordFrameIntervals = False
19.0409 	EXP 	window1: recordFrameIntervals = True
19.2250 	EXP 	Screen (0) actual frame rate measured at 59.89Hz
19.2250 	EXP 	window1: recordFrameIntervals = False
19.2765 	INFO 	keyboard.Keyboard is using ptb backend.
19.2766 	EXP 	Stroop experiment final: status = STARTED
19.3759 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='welcome', units='height', win=Window(...), wrapWidth=1)
19.3814 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
19.3821 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.3882 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='thanks ', units='height', win=Window(...), wrapWidth=1)
0.0040 	EXP 	text_2: autoDraw = True
1.0235 	EXP 	Imported data/condd.xlsx as conditions, 4 conditions, 4 params
1.0248 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'RED', 'colour': 'red', 'stim_condition': 'C', 'correct_res': 'r', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0307 	EXP 	text_2: autoDraw = False
1.0307 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
1.0307 	EXP 	text: height = np.float64(0.05)
1.0307 	EXP 	text: height = np.float64(0.05)
1.0307 	EXP 	text: height = np.float64(0.05)
1.0307 	EXP 	text: text = 'RED'
1.0307 	EXP 	fixation: autoDraw = True
1.5021 	INFO 	Keyboard events cleared
1.5020 	EXP 	fixation: autoDraw = False
1.5020 	EXP 	text: autoDraw = True
3.9682 	EXP 	Device response: <KeyPress from None: t=3.950184100016486, value=r, duration=None>
3.9686 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'RED', 'colour': 'blue', 'stim_condition': 'I', 'correct_res': 'b', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.9701 	DATA 	Keypress: r
3.9712 	EXP 	fixation: autoDraw = False
3.9712 	EXP 	text: autoDraw = False
3.9712 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
3.9712 	EXP 	text: text = 'RED'
3.9712 	EXP 	fixation: autoDraw = True
4.0675 	EXP 	Device response: <KeyPress from None: t=3.950184100016486, value=r, duration=0.11198990000411868>
4.4835 	INFO 	Keyboard events cleared
4.4833 	EXP 	fixation: autoDraw = False
4.4833 	EXP 	text: autoDraw = True
6.0345 	DATA 	Keypress: b
6.0496 	EXP 	Device response: <KeyPress from None: t=6.033163500018418, value=b, duration=None>
6.0501 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'BLUE', 'colour': 'red', 'stim_condition': 'I', 'correct_res': 'r', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
6.0656 	EXP 	fixation: autoDraw = False
6.0656 	EXP 	text: autoDraw = False
6.0656 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
6.0656 	EXP 	text: height = np.float64(0.05)
6.0656 	EXP 	text: height = np.float64(0.05)
6.0656 	EXP 	text: height = np.float64(0.05)
6.0656 	EXP 	text: text = 'BLUE'
6.0656 	EXP 	fixation: autoDraw = True
6.1495 	EXP 	Device response: <KeyPress from None: t=6.033163500018418, value=b, duration=0.10893779998878017>
6.5654 	INFO 	Keyboard events cleared
6.5653 	EXP 	fixation: autoDraw = False
6.5653 	EXP 	text: autoDraw = True
7.6318 	EXP 	Device response: <KeyPress from None: t=7.6208386000362225, value=b, duration=None>
7.6322 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'BLUE', 'colour': 'blue', 'stim_condition': 'C', 'correct_res': 'b', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
7.6342 	DATA 	Keypress: b
7.6480 	EXP 	fixation: autoDraw = False
7.6480 	EXP 	text: autoDraw = False
7.6480 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
7.6480 	EXP 	text: text = 'BLUE'
7.6480 	EXP 	fixation: autoDraw = True
7.8310 	EXP 	Device response: <KeyPress from None: t=7.6208386000362225, value=b, duration=0.19772989995544776>
8.1312 	INFO 	Keyboard events cleared
8.1310 	EXP 	fixation: autoDraw = False
8.1310 	EXP 	text: autoDraw = True
9.5805 	EXP 	Device response: <KeyPress from None: t=9.573858899995685, value=b, duration=None>
9.5809 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'word': 'BLUE', 'colour': 'red', 'stim_condition': 'I', 'correct_res': 'r', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
